source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
Sample 102	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 102	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_6.raw	6	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 103	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 103	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_7.raw	7	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 104	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 104	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_8.raw	8	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 105	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 105	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_9.raw	9	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 106	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 106	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_10.raw	10	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 107	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 107	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_11.raw	11	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 108	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 108	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_12.raw	12	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 109	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 109	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_13.raw	13	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 110	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 110	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_14.raw	14	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 111	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 111	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_15.raw	15	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 112	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 112	proteomic profiling by mass spectrometry	1	20190117_MP_QexXn2_0911_22cmr2um_UBISITE_FR_MLN_HpH_16.raw	16	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 113	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 113	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 114	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 114	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_2.raw	2	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 115	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 115	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_3.raw	3	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 116	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 116	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_4.raw	4	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 117	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 117	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_5.raw	5	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 118	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 118	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_6.raw	6	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 119	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 119	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_7.raw	7	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 120	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 120	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_8.raw	8	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 121	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 121	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_9.raw	9	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 122	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 122	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_10.raw	10	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 123	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 123	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_11.raw	11	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 124	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 124	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_12.raw	12	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 125	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 125	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_13.raw	13	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 126	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 126	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_14.raw	14	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 127	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 127	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_15.raw	15	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 128	Homo sapiens	not applicable	osteosarcoma	not applicable	U2OS	1	run 128	proteomic profiling by mass spectrometry	1	20200109_SL_QexXn2_1216_22cmr2um_Fred_MLN2_HpH_16.raw	16	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001299	NT=Q Exactive HF;AC=MS:1002571	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;MT=Variable;TA=K;AC=UNIMOD:169	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=QC;AC=UNIMOD:28	NT=Deamidated;MT=Variable;TA=NQ;AC=UNIMOD:7	NT=LRGG;MT=Variable;TA=K;AC=UNIMOD:535	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
