source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	assay name	technology type	comment[cleavage agent details]	comment[data file]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[technical replicate]	comment[tool metadata]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
HeLa_LDC_protein_Ips	Homo sapiens	cervix	255	HeLa	not applicable	Cancer	run255	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_DDX5_07.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	255	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	255	HeLa	not applicable	Cancer	run255	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_DDX5_07.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	255	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	256	HeLa	not applicable	Cancer	run256	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_DDX5_08.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	256	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	256	HeLa	not applicable	Cancer	run256	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_DDX5_08.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	256	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	257	HeLa	not applicable	Cancer	run257	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_01.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	257	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	257	HeLa	not applicable	Cancer	run257	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_01.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	257	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	258	HeLa	not applicable	Cancer	run258	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_02.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	258	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	258	HeLa	not applicable	Cancer	run258	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_02.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	258	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	259	HeLa	not applicable	Cancer	run259	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_03.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	259	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	259	HeLa	not applicable	Cancer	run259	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_03.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	259	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	260	HeLa	not applicable	Cancer	run260	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_04.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	260	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	260	HeLa	not applicable	Cancer	run260	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_04.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	260	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	261	HeLa	not applicable	Cancer	run261	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_05.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	261	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	261	HeLa	not applicable	Cancer	run261	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_05.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	261	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	262	HeLa	not applicable	Cancer	run262	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_06.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	262	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	262	HeLa	not applicable	Cancer	run262	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_06.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	262	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	263	HeLa	not applicable	Cancer	run263	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_07.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	263	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	263	HeLa	not applicable	Cancer	run263	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_07.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	263	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	264	HeLa	not applicable	Cancer	run264	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_08.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	264	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	264	HeLa	not applicable	Cancer	run264	proteomic profiling by mass spectrometry	Trypsin	F130705_VS_AC_IP_FUS_08.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	264	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	265	HeLa	not applicable	Cancer	run265	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_01.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	265	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	265	HeLa	not applicable	Cancer	run265	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_01.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	265	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	266	HeLa	not applicable	Cancer	run266	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_02.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	266	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	266	HeLa	not applicable	Cancer	run266	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_02.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	266	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	267	HeLa	not applicable	Cancer	run267	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_03.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	267	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	267	HeLa	not applicable	Cancer	run267	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_03.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	267	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	268	HeLa	not applicable	Cancer	run268	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_04.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	268	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	268	HeLa	not applicable	Cancer	run268	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_04.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	268	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	269	HeLa	not applicable	Cancer	run269	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_05.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	269	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	269	HeLa	not applicable	Cancer	run269	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_05.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	269	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	270	HeLa	not applicable	Cancer	run270	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_06.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	270	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	270	HeLa	not applicable	Cancer	run270	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_06.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	270	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HeLa_LDC_protein_Ips	Homo sapiens	cervix	271	HeLa	not applicable	Cancer	run271	proteomic profiling by mass spectrometry	Trypsin	F131118_VS_hmSILAC_IP_DGCR8_07.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	271	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
