source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	assay name	technology type	comment[cleavage agent details]	comment[data file]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]	factor value[ebv status]	factor value[exposure]
Sample 70	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 70	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_24h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 71	Homo sapiens	Lymphatic system	6	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 71	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_24h_6.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 72	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 72	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_48h_1_02.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 73	Homo sapiens	Lymphatic system	4	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 73	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_48h_4.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 74	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 74	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_48h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 75	Homo sapiens	Lymphatic system	6	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 75	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_48h_6.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 76	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 76	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_72h_1.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 77	Homo sapiens	Lymphatic system	2	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 77	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_72h_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 78	Homo sapiens	Lymphatic system	3	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 78	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_72h_3_02.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 79	Homo sapiens	Lymphatic system	4	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 79	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_72h_4_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 80	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 80	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_72h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 81	Homo sapiens	Lymphatic system	6	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 81	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_72h_6.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 82	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 82	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_10.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	10	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 83	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 83	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_11.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	11	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 84	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 84	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_12.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	12	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 85	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 85	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_13.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	13	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 86	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 86	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_14.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	14	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 87	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 87	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_1_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 88	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 88	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	2	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 89	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 89	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_3.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	3	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 90	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 90	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_4.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	4	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 91	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 91	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	5	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 92	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 92	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_6.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	6	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
Sample 93	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 93	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_QC_7.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	7	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	not applicable
